"ID"	"GENE_SYMBOL"	"ENTREZ_ID"	"Genotoxic.score"	"Non.Genotoxic.score"	"stdev"	"PC1"	"PC2"	"PC.mn"	"PC.std"	"X5.FU"	"AraC"	"Bleomycin"	"Camptothecin"	"Cisp"	"Etoposide"	"Hydrogen.Peroxide"	"Hydroxyurea"	"Methotrexate"	"MMS"	"Potassium.Chromate..VI."	"Sodium.Arsenite"	"X.ray"	"X2.deoxy.D.glucose..2.DG."	"Aapicidin"	"Antimycin.A"	"Cadmium.Chloride"	"Colchicine"	"Docetaxel"	"EtOH.2."	"EtOH.4."	"HC.toxin"	"Heat.Shock"	"Oxamflatin"	"Paclitaxel"	"Thapsigargin"	"TSA"	"Tunicamysin"	"Vinblastin"
"RPS27L"	"RPS27L"	51065	0.5567	-0.4711	0.183472923	-0.132977528221966	0.141990744416922	0.298070412329248	0.380940589108982	0.198574401	0.149210579	0.290657823	0.155175791	0.255353739	0.33425387	0.15542039	0.086095657	0.08358855	0.160858048	0.113801053	0.096476841	0.344383728	-0.052479863	0.067327015	0.051813915	-0.100765867	-0.057185055	0.014093616	0.093872264	0.020494674	0.060432537	-0.032059504	0.056869983	-0.019519093	-0.003070486	0.08812489	-0.016442156	0.006758573
"RRM2B"	"RRM2B"	50484	0.6007	-0.5083	0.272242208	-0.128997929865873	0.157292575767163	0.568702419682221	0.702758686174026	0.271815921	0.507454831	0.504601264	0.368664791	0.311250896	0.493834801	0.246799821	0.417935461	-0.129301673	0.224592704	0.195564012	0.386522834	0.552005583	-0.103991158	0.16869209	0.062307191	-0.123883233	-0.082517467	0.028054692	0.097724391	0.108766175	0.137686231	-0.113716633	0.292067417	-0.06806262	0.073245355	0.157733049	0.041888316	-0.063036921
"SEL1L"	"SEL1L"	6400	-0.3013	0.2549	0.242394732	0.0815552308827466	0.0485932669583709	0.117347462190823	0.451855332584034	0.098575584	-0.063025719	0.022189518	-0.080919333	-0.147533556	-0.021083849	-0.094853318	-0.046460629	-0.041922864	0.122145434	-0.103327243	-0.055237011	-0.019547837	0.253644378	0.167528945	-0.02713562	-0.005587619	0.013306986	0.005011067	0.043059122	-0.012614341	0.067655853	-0.110364438	0.099907635	0.005184421	0.394605955	0.125946047	0.418761489	0.016519018
"SEMG2"	"SEMG2"	6407	0.4144	-0.3507	0.233760215	-0.111791646609548	0.0870107283514447	0.238747641948988	0.474231077131598	0.024458725	0.259528521	0.391279498	0.096631009	0.166790047	0.181995574	0.46680107	0.135270361	0.026398055	-0.025973706	0.242092455	0.015743358	0.172520525	-0.033903168	-0.006797659	0.116455982	0.037643723	-0.024742718	0.039384856	0.044871283	-0.067144971	0.037851356	0.022794215	0.088988057	-0.075721881	-0.028532556	-0.226690393	-0.068351013	0.074595242
"SERTAD1"	"SERTAD1"	29950	0.9273	-0.7847	0.252867208	-0.126031467099196	0.0572921377774594	0.82005984615098	0.860454398313531	0.348386344	0.498067155	0.552670616	0.7714788	0.729334407	0.369168647	0.441434717	0.463951978	0.173900741	0.567505636	0.475627589	-0.006339052	0.318113336	-0.006857512	0.085853611	0.130530787	-0.057373071	-0.015824758	0.008234347	0.410561838	0.544581805	0.214665107	0.13354509	0.145283653	-0.023769536	0.046843093	0.06980163	-0.166874719	-0.063486533
"SMAD5"	"SMAD5"	4090	0.5004	-0.4234	0.211049813	-0.133650967584754	0.0178297643704644	0.192557158378419	0.426352976595706	0.168685315	0.383908541	0.263841098	0.221475073	0.109975597	0.127018084	0.009948434	0.33002983	-0.025401728	0.005142554	0.042745608	0.157183799	0.155979131	-0.001310398	-0.015984058	-0.169878724	0.098576113	0.012916663	-0.012492498	0.105144877	-0.007514598	-0.018852313	-0.076389687	0.027030358	-0.032294184	-0.059266094	-0.002427353	-0.116755504	-3.5e-05
"TM7SF3"	"TM7SF3"	51768	0.607	-0.5136	0.173816425	-0.1444050811503	0.109434417890063	0.177576622828208	0.370280041908875	0.180124122	0.192566242	0.261427621	0.052479718	0.145996392	0.23292862	0.11749602	0.157673558	0.101814946	0.085900835	0.072573079	0.114563654	0.299944949	-0.092773394	0.02979117	-0.050626209	-0.111648997	-0.077821645	-0.017535629	0.031797066	-0.01394714	0.032975955	-0.067624454	0.025349742	0.010247894	-0.047062437	0.013452486	-0.049693654	-0.0801497
"TNFRSF17"	"TNFRSF17"	608	0.5502	-0.4656	0.357411379	-0.110146655107405	-0.00466892849025866	-0.291854019555738	0.942555322353349	0.004151194	0.271007675	0.235866294	0.230109331	0.165917174	0.09866694	-0.151877269	0.249633229	-0.092709598	-0.030597478	0.106492285	0.012088261	0.077703803	-0.197427666	-0.686895614	0.290779241	0.008395037	-0.381773996	-0.061608956	0.06681836	-0.329878295	-0.436909222	-0.515802847	-0.494942226	-0.024369238	-0.160636166	-0.664796072	0.165424646	-0.30067644
"TOPORS"	"TOPORS"	10210	0.4821	-0.4079	0.236195724	-0.118115196575306	-0.0687450976311089	-0.158761867125563	0.506071443176224	-0.030359571	0.186267105	0.071505215	0.178295806	0.132183879	0.033836117	0.016477837	0.098397118	-0.04459666	0.040398341	-0.063802397	0.163631776	-0.043801912	-0.022529918	-0.349207461	-0.262025611	-0.064177487	0.006969551	0.013944028	-0.03431468	-0.047757533	-0.291207959	-0.166755006	-0.437603778	-0.091520893	-0.041277124	-0.214434956	-0.138683967	0.016179699
"TP53I3"	"TP53I3"	9540	0.7029	-0.5947	0.198207248	-0.148250987729792	0.072972440818131	0.211451684571351	0.497665879235453	0.214196383	0.321904578	0.428014027	0.211742951	0.109724887	0.23698868	0.141433884	0.231320981	0.131201702	0.078852956	0.068285328	0.049862138	0.325274157	0.003966025	-0.118358376	0.044003391	-0.083000909	-0.14129202	0.02139048	-0.113098877	-0.035853061	-0.05967546	-0.005469591	-0.078396444	0.002727624	0.043021318	-0.107571787	0.021305218	-0.096554492
"TRIAP1"	"TRIAP1"	51499	0.912	-0.7717	0.231902284	-0.148166405168028	0.0545256314789387	0.13990836731735	0.725272746778085	0.209780846	0.288401224	0.358369074	0.331800505	0.37486561	0.319965433	0.232678898	0.208716713	0.064475699	0.173655029	0.164111371	-0.014457745	0.377721219	-0.444088674	-0.021851977	-0.286940269	-0.227233069	-0.076307702	0.001247418	-0.078626458	0.038257216	-0.016036571	-0.103813028	-0.010288243	-0.086853022	-0.1954901	-0.021566207	-0.258153709	-0.08095764
"TRIM22"	"TRIM22"	10346	0.8468	-0.7165	0.234242743	-0.151716228645138	0.0645594603729571	0.287256406352091	0.705636440244803	0.388742803	0.296407294	0.510299274	0.24759621	0.281050596	0.372247771	0.199920008	0.247723088	0.139842838	0.020273664	0.183846104	0.248464418	0.519064736	-0.062520565	-0.26741266	-0.042028151	-0.108570127	-0.068361305	0.021147071	0.070122651	-0.15808266	-0.205991254	-0.02061349	-0.138620194	0.041029062	-0.025997711	-0.151476929	0.028943616	-0.05933511
"USP41"	"USP41"	373856	0.077237042	0.011720961	0.09086917	-0.0529454040152981	-0.0240115298303933	0.114854091806897	0.291128005627581	0	-0.005701196	0.121978549	0.168330047	0.150166722	-0.038200417	0.131981807	0.044106498	-0.046298761	0.081967934	0.147627607	0	0.070888069	0.062057589	-0.038656778	0.097010878	0.109871399	0	-0.11817354	-0.027720086	-0.028215002	-0.061309968	0.146776688	-0.117505365	-0.051473085	0.164801234	-0.006501467	0.109297648	-0.064445728
